loan_id,loan_amount,term,annual_income,credit_score,employment_length,purpose,default
L2492,41813,36,70316,562,10,education,0
L2493,5108,36,83470,702,3,car,0
L2494,48566,60,175469,734,5,credit_card,1
L2495,11054,60,166052,522,4,medical,0
L2496,13647,36,67090,645,7,small_business,1
L2497,21026,60,81239,680,9,medical,1
L2498,7737,60,83272,715,4,debt_consolidation,1
L2499,27994,60,58079,662,6,home_improvement,1
L2500,25633,36,45600,590,3,medical,1
L2501,38238,60,108348,828,10,medical,1
L2502,48716,36,144150,626,6,debt_consolidation,0
L2503,32357,36,72315,811,3,car,1
L2504,31262,60,96496,718,1,home_improvement,0
L2505,13598,36,38221,745,2,debt_consolidation,0
L2506,25611,60,147793,546,10,medical,1
L2507,39254,60,41289,785,5,small_business,0
L2508,4211,60,140851,558,8,education,0
L2509,16594,60,66611,706,6,medical,1
L2510,31095,36,115477,734,3,small_business,1
L2511,47707,60,169895,632,5,debt_consolidation,0
L2512,29758,60,111947,593,8,car,0
L2513,48778,36,167333,788,3,medical,0
L2514,38357,60,108742,550,7,vacation,0
L2515,46716,36,32974,808,8,small_business,1
L2516,29284,36,126048,610,0,car,1
L2517,2854,60,99459,707,10,education,1
L2518,33971,60,38253,701,7,education,0
L2519,37124,60,48038,565,3,home_improvement,0
L2520,9413,60,116732,766,8,small_business,1
L2521,11505,36,139351,526,6,debt_consolidation,1
L2522,34369,36,52046,794,7,home_improvement,0
L2523,34892,60,118371,525,3,home_improvement,1
L2524,5709,36,34007,675,6,credit_card,0
L2525,27113,60,108034,834,10,medical,0
L2526,30546,36,83299,812,6,small_business,0
L2527,21149,36,118626,604,8,home_improvement,1
L2528,11884,60,70335,609,8,credit_card,0
L2529,49506,36,153082,835,0,debt_consolidation,1
L2530,7478,36,38967,827,3,car,0
L2531,44475,36,61049,745,2,vacation,1
L2532,26273,60,160545,691,9,vacation,0
L2533,31956,60,40692,545,0,small_business,0
L2534,16325,60,86311,689,2,home_improvement,1
L2535,39414,60,60693,709,2,vacation,0
L2536,3666,60,166346,709,7,medical,0
L2537,10014,36,62281,809,6,vacation,1
L2538,45925,60,152444,570,1,vacation,1
L2539,48532,60,73097,682,3,vacation,0
L2540,31129,60,54951,536,10,education,0
L2541,6178,60,160078,670,3,credit_card,1
L2542,24492,36,91492,699,5,home_improvement,0
L2543,30134,60,119830,686,4,medical,0
L2544,43259,36,48813,740,4,home_improvement,0
L2545,44656,60,106242,737,7,education,1
L2546,31718,60,44585,635,9,small_business,0
L2547,7242,36,175933,791,5,small_business,1
L2548,44463,36,46194,759,2,small_business,0
L2549,21092,60,88988,637,1,debt_consolidation,1
L2550,15122,36,138834,556,0,vacation,0
L2551,48710,60,34050,657,9,debt_consolidation,1
L2552,6548,60,108623,517,7,credit_card,1
L2553,11338,36,171115,797,0,small_business,0
L2554,48196,60,42641,769,6,education,0
L2555,39822,60,144181,545,0,medical,1
L2556,4847,60,155612,786,6,home_improvement,1
L2557,43138,60,156169,611,4,vacation,0
L2558,13641,60,115832,831,8,car,1
L2559,16798,60,138424,529,6,medical,0
L2560,45726,36,174070,698,3,vacation,1
L2561,5106,60,161773,831,1,debt_consolidation,1
L2562,26657,36,128485,760,2,debt_consolidation,1
L2563,27819,36,77129,619,7,medical,0
L2564,17984,36,42206,812,3,debt_consolidation,1
L2565,31598,60,150301,685,9,small_business,0
L2566,46695,36,36614,769,2,credit_card,0
L2567,25664,36,49531,635,2,home_improvement,0
L2568,11640,36,178425,525,3,credit_card,1
L2569,47574,60,176277,718,1,vacation,1
L2570,31526,36,37309,568,2,home_improvement,0
L2571,31418,36,69697,561,1,education,1
L2572,2816,36,97350,518,6,home_improvement,1
L2573,21130,60,78885,570,1,credit_card,1
L2574,39058,36,97862,558,0,medical,0
L2575,5095,60,131136,664,6,home_improvement,1
L2576,41026,36,61062,535,5,education,0
L2577,14864,60,65577,663,5,education,0
L2578,49055,60,46702,815,3,education,1
L2579,2576,60,134227,819,4,credit_card,0
L2580,44289,60,130010,691,2,home_improvement,0
L2581,27435,36,119449,761,6,car,0
L2582,47398,60,98079,723,2,medical,1
L2583,21474,60,86637,729,8,small_business,1
L2584,41881,36,119247,780,3,home_improvement,0
L2585,33000,60,170322,815,1,education,1
L2586,1829,60,155964,560,9,car,0
L2587,38874,36,147560,583,5,small_business,0
L2588,15153,60,67252,661,2,small_business,0
L2589,4983,36,75234,639,1,vacation,0
L2590,5551,60,168589,781,1,home_improvement,0
L2591,25612,60,110318,718,1,credit_card,0
L2592,35599,60,114601,820,6,home_improvement,1
L2593,8458,60,113558,676,4,car,1
L2594,26676,36,128640,549,2,small_business,0
L2595,23906,36,63924,562,8,home_improvement,0
L2596,48661,36,137304,835,4,credit_card,1
L2597,15019,60,132726,653,9,vacation,0
L2598,11927,60,33850,641,9,home_improvement,1
L2599,39524,36,112858,718,8,medical,0
L2600,10634,60,167638,770,8,vacation,1
L2601,49723,60,88041,831,4,credit_card,1
L2602,42948,36,139702,827,4,car,0
L2603,2153,60,77505,714,8,small_business,1
L2604,40489,60,109483,795,4,home_improvement,0
L2605,16651,36,64622,840,0,credit_card,1
L2606,6017,60,121889,655,8,vacation,1
L2607,31381,36,120997,641,4,medical,0
L2608,46618,36,164327,522,3,credit_card,0
L2609,35650,60,67439,671,6,debt_consolidation,1
L2610,43807,36,130122,770,4,education,1
L2611,14062,36,145795,508,4,medical,0
L2612,17514,60,158964,592,6,vacation,0
L2613,19568,60,144264,530,9,car,0
L2614,29715,36,80698,676,0,small_business,0
L2615,23121,36,141498,800,7,vacation,1
L2616,27038,36,66677,565,1,education,0
L2617,37602,36,54788,746,6,car,0
L2618,35948,36,33521,756,7,home_improvement,0
L2619,47382,60,83741,642,10,credit_card,0
L2620,16488,60,142525,792,6,debt_consolidation,1
L2621,4254,36,34665,605,0,medical,0
L2622,36426,60,80136,694,5,medical,1
L2623,4972,60,78053,724,7,credit_card,1
L2624,37277,60,155191,714,1,debt_consolidation,0
L2625,22212,36,78092,611,6,credit_card,1
L2626,38470,60,149660,729,8,home_improvement,0
L2627,2885,60,50347,775,1,education,0
L2628,13014,60,140881,794,4,car,0
L2629,32645,60,69746,597,10,vacation,1
L2630,40705,60,152059,814,6,medical,0
L2631,39107,60,90012,806,1,home_improvement,1
L2632,27373,60,82783,800,1,car,1
L2633,48407,36,100080,774,6,home_improvement,1
L2634,1865,36,92714,507,4,debt_consolidation,0
L2635,1038,36,149937,799,4,medical,0
L2636,49582,36,44579,592,4,vacation,0
L2637,47851,36,119585,572,3,credit_card,0
L2638,6267,36,56740,830,0,credit_card,1
L2639,43186,36,170920,775,6,car,0
L2640,16209,60,34350,583,2,vacation,0
L2641,47563,60,128087,766,6,education,1
L2642,26934,60,48516,721,2,small_business,1
L2643,17925,36,102669,513,1,debt_consolidation,1
L2644,27731,60,109205,599,3,car,1
L2645,34281,36,135455,818,1,small_business,0
L2646,33105,36,130174,665,1,home_improvement,1
L2647,23810,60,55397,814,8,debt_consolidation,1
L2648,13410,60,167306,603,3,home_improvement,0
L2649,45579,60,102688,792,2,education,0
L2650,41596,36,144260,500,9,vacation,1
L2651,4499,36,179519,649,8,medical,1
L2652,35963,36,113663,647,5,debt_consolidation,0
L2653,20592,36,142412,838,1,small_business,0
L2654,30634,36,83916,585,7,education,1
L2655,7379,36,168421,500,6,medical,1
L2656,5464,60,40154,530,2,credit_card,1
L2657,17817,60,85238,693,10,small_business,1
L2658,17557,60,38704,661,0,car,0
L2659,24108,36,153518,581,5,credit_card,1
L2660,38706,60,150969,708,9,education,1
L2661,25810,60,172136,751,1,credit_card,1
L2662,6660,36,54038,830,0,car,0
L2663,21339,36,98934,675,9,debt_consolidation,0
L2664,13105,60,142818,508,7,credit_card,1
L2665,36221,36,115548,710,5,vacation,1
L2666,18350,36,33523,683,5,small_business,1
L2667,48327,36,82800,711,3,medical,0
L2668,34432,60,73395,821,2,credit_card,1
L2669,7918,36,105871,730,10,small_business,1
L2670,34085,36,156743,687,0,home_improvement,0
L2671,35844,36,121849,760,0,small_business,0
L2672,19348,60,35068,633,3,medical,0
L2673,31459,60,86439,789,5,small_business,0
L2674,29826,36,131498,692,4,car,1
L2675,47611,36,30223,800,1,education,0
L2676,9398,60,38440,541,2,medical,1
L2677,27892,60,133330,633,6,education,0
L2678,45806,60,112389,726,9,debt_consolidation,1
L2679,5323,60,123471,741,0,education,1
L2680,9419,60,64560,536,8,home_improvement,0
L2681,27701,36,120242,520,9,car,0
L2682,22180,60,163596,578,9,debt_consolidation,0
L2683,37819,36,37977,543,2,small_business,0
L2684,16657,36,112509,625,4,medical,0
L2685,13992,60,48504,738,10,home_improvement,0
L2686,21549,60,80149,612,9,car,1
L2687,40610,36,98998,725,2,debt_consolidation,1
L2688,13657,60,140037,743,9,debt_consolidation,0
L2689,23262,60,107856,777,9,home_improvement,0
L2690,42877,36,67339,773,2,vacation,1
L2691,33336,36,150132,845,10,small_business,1
L2692,1154,36,177930,624,3,home_improvement,1
L2693,19773,60,127899,543,10,debt_consolidation,1
L2694,24267,60,157257,779,6,credit_card,0
L2695,19019,36,147593,628,5,car,1
L2696,4731,36,94855,800,9,home_improvement,1
L2697,48886,60,57756,713,2,vacation,0
L2698,8748,60,85173,752,3,debt_consolidation,1
L2699,7563,36,91768,567,10,small_business,0
L2700,31662,36,176473,813,7,education,1
L2701,36292,36,44965,731,1,debt_consolidation,0
L2702,44596,36,101084,737,2,small_business,1
L2703,47209,60,87442,727,7,home_improvement,1
L2704,38081,36,155740,653,5,small_business,0
L2705,27229,36,42274,743,1,medical,0
L2706,33379,36,65281,576,7,medical,1
L2707,31047,60,94596,571,9,medical,1
L2708,44100,60,114852,718,10,vacation,0
L2709,42582,60,138666,605,1,vacation,0
L2710,34486,60,88307,801,7,credit_card,0
L2711,44485,36,52690,593,7,vacation,1
L2712,33089,36,74542,736,8,education,1
L2713,27272,36,89369,715,0,home_improvement,1
L2714,6960,36,123453,642,5,debt_consolidation,1
L2715,41079,36,84357,578,10,debt_consolidation,1
L2716,8638,36,65191,750,0,credit_card,0
L2717,4966,60,144160,580,7,vacation,0
L2718,39354,36,67559,539,3,education,0
L2719,3658,60,137305,830,9,small_business,0
L2720,27419,36,93707,533,3,credit_card,0
L2721,22209,60,53955,744,4,education,1
L2722,4830,36,112081,556,4,small_business,1
L2723,6450,36,58464,701,10,education,0
L2724,48717,36,128977,543,10,small_business,0
L2725,48710,36,113620,647,6,car,0
L2726,2593,60,120465,642,8,education,0
L2727,38866,60,119697,551,6,debt_consolidation,1
L2728,28011,60,176726,740,7,medical,0
L2729,43861,60,134812,608,4,vacation,1
L2730,34228,60,33446,755,4,small_business,1
L2731,12575,60,153621,577,0,car,1
L2732,31130,36,49291,713,1,education,0
L2733,30531,60,43515,810,1,debt_consolidation,1
L2734,35959,60,118781,765,10,medical,0
L2735,3271,60,65177,818,7,small_business,1
L2736,40260,60,92660,566,2,education,0
L2737,14488,36,119539,767,0,education,1
L2738,28143,60,64545,662,3,small_business,1
L2739,3243,36,112112,617,5,credit_card,0
L2740,8052,36,95188,664,10,credit_card,1
L2741,19483,36,123288,732,8,debt_consolidation,1
L2742,29692,60,107526,718,7,medical,0
L2743,48413,60,115240,589,4,small_business,0
L2744,45895,36,53803,769,4,debt_consolidation,0
L2745,16107,60,146023,684,8,debt_consolidation,0
L2746,41594,60,73700,848,1,home_improvement,1
L2747,45255,36,46043,567,10,education,0
L2748,32543,36,90423,662,2,vacation,0
L2749,20067,36,129138,717,0,education,0
L2750,18805,36,101612,631,9,credit_card,1
L2751,40036,60,175748,671,3,medical,1
L2752,36746,60,147759,593,8,education,1
L2753,17691,60,149577,636,7,small_business,0
L2754,25028,60,51513,747,4,debt_consolidation,1
L2755,49221,36,97025,806,9,small_business,1
L2756,35336,36,170907,767,3,home_improvement,0
L2757,12699,60,98443,682,10,medical,0
L2758,46022,60,86598,541,6,debt_consolidation,1
L2759,5287,36,112906,810,2,small_business,1
L2760,6567,36,94283,623,9,credit_card,1
L2761,11983,60,49805,769,4,vacation,1
L2762,27072,36,60004,730,7,home_improvement,1
L2763,30181,60,128551,664,7,medical,1
L2764,46180,60,75650,670,4,home_improvement,0
L2765,27360,60,81055,778,0,credit_card,0
L2766,20848,60,49870,799,4,medical,0
L2767,1360,60,56027,759,9,home_improvement,0
L2768,15201,36,49357,719,0,car,0
L2769,2016,36,113892,741,10,credit_card,1
L2770,47035,36,105467,690,4,credit_card,1
L2771,23721,60,134453,786,9,credit_card,1
L2772,38066,36,175719,676,1,car,1
L2773,9247,36,81156,759,4,car,0
L2774,22154,36,101696,645,3,small_business,0
L2775,37360,36,68429,743,8,debt_consolidation,0
L2776,17995,60,137768,762,9,vacation,1
L2777,42716,36,124696,747,0,home_improvement,1
L2778,33750,60,85333,756,7,small_business,0
L2779,19527,60,133319,831,9,home_improvement,1
L2780,47760,36,154737,781,9,vacation,1
L2781,3029,36,89648,688,0,debt_consolidation,1
L2782,34016,60,79726,773,10,car,1
L2783,43441,36,86239,545,2,debt_consolidation,0
L2784,39863,60,144578,634,7,car,0
L2785,31530,36,110727,820,0,vacation,1
L2786,35413,60,30499,739,2,debt_consolidation,0
L2787,44335,60,52433,841,10,small_business,0
L2788,20893,60,137587,824,4,medical,1
L2789,13397,36,159663,718,10,small_business,0
L2790,14265,36,98716,632,6,home_improvement,1
L2791,8346,36,42839,770,2,small_business,0
L2792,22603,36,51981,553,2,vacation,0
L2793,21991,60,171996,694,0,credit_card,1
L2794,3831,36,80107,769,1,home_improvement,1
L2795,12620,36,47836,653,7,debt_consolidation,0
L2796,37796,60,69688,682,1,home_improvement,1
L2797,35847,60,95048,678,9,medical,0
L2798,5918,60,96669,555,8,car,1
L2799,38320,60,162897,644,9,debt_consolidation,0
L2800,15559,36,153869,742,5,education,1
L2801,36677,36,127656,521,2,home_improvement,1
L2802,2785,60,131217,674,9,debt_consolidation,0
L2803,12230,36,128971,789,9,debt_consolidation,0
L2804,48060,60,73677,581,0,debt_consolidation,0
L2805,17558,36,76275,786,1,car,0
L2806,1763,60,158313,736,5,education,0
L2807,7071,60,82109,643,4,vacation,0
L2808,30691,60,129382,623,7,small_business,1
L2809,12100,36,38348,509,2,debt_consolidation,0
L2810,23546,36,171828,604,9,credit_card,0
L2811,33383,36,140825,820,7,vacation,0
L2812,41310,36,50678,846,10,medical,0
L2813,3837,36,77004,849,1,car,0
L2814,8816,36,31370,746,7,home_improvement,1
L2815,20054,36,84836,726,7,car,0
L2816,49904,36,137173,651,4,home_improvement,1
L2817,2386,60,75169,771,6,car,1
L2818,18882,60,46180,764,7,home_improvement,1
L2819,19295,60,157477,836,8,debt_consolidation,1
L2820,42395,36,103536,826,10,small_business,1
L2821,7959,36,39626,848,8,home_improvement,1
L2822,1464,60,95684,581,5,education,0
L2823,31222,36,82163,689,7,home_improvement,0
L2824,21514,36,48527,824,10,credit_card,1
L2825,28898,36,64656,812,3,home_improvement,1
L2826,25833,60,126609,532,2,credit_card,1
L2827,3702,60,153445,833,8,medical,1
L2828,21104,60,56449,605,8,debt_consolidation,1
L2829,19908,60,41635,593,1,credit_card,1
L2830,43597,36,120811,593,0,small_business,1
L2831,28031,60,138774,597,8,vacation,1
L2832,27265,60,151425,786,2,debt_consolidation,0
L2833,12914,60,107985,513,10,credit_card,0
L2834,33401,60,71033,711,3,debt_consolidation,0
L2835,2588,36,104201,692,3,education,1
L2836,29851,60,108013,669,4,debt_consolidation,1
L2837,21292,36,51678,658,10,debt_consolidation,0
L2838,14663,60,129722,789,3,medical,1
L2839,46437,36,51016,815,8,small_business,0
L2840,35860,36,125331,719,2,car,1
L2841,1230,36,168573,691,6,car,0
L2842,26636,36,139095,778,3,credit_card,1
L2843,28298,60,176707,752,6,debt_consolidation,1
L2844,39360,60,130759,583,5,credit_card,1
L2845,12323,60,103322,819,6,medical,1
L2846,19543,60,90216,530,10,medical,1
L2847,1755,60,67111,649,3,home_improvement,1
L2848,39474,36,177971,613,6,education,0
L2849,47638,36,73117,576,6,medical,1
L2850,15072,60,83320,526,5,home_improvement,1
L2851,32773,36,116790,762,3,small_business,1
L2852,17194,36,83831,675,6,credit_card,1
L2853,24792,60,159524,760,3,vacation,1
L2854,1477,36,99148,504,8,small_business,1
L2855,40521,36,143880,557,7,medical,1
L2856,46774,36,127459,609,3,small_business,0
L2857,2609,36,125169,698,1,small_business,1
L2858,6288,60,74219,602,0,education,0
L2859,47307,60,120436,804,9,education,1
L2860,9902,60,45911,527,0,education,0
L2861,35651,60,56974,751,6,small_business,0
L2862,20513,36,90099,847,10,medical,1
L2863,45917,36,70828,843,8,vacation,0
L2864,34888,60,55620,712,8,debt_consolidation,1
L2865,40727,36,131591,573,9,small_business,0
L2866,12578,36,177715,745,8,home_improvement,1
L2867,26643,60,164805,845,10,medical,1
L2868,19496,60,139006,575,9,small_business,1
L2869,14805,36,95666,818,3,vacation,1
L2870,48002,36,127026,643,0,debt_consolidation,1
L2871,3327,60,161982,558,0,education,1
L2872,31225,36,112381,777,4,medical,0
L2873,40473,36,179252,705,3,car,0
L2874,47708,60,174107,771,9,debt_consolidation,1
L2875,28720,36,56565,659,8,home_improvement,0
L2876,20971,60,147472,768,10,small_business,1
L2877,3871,36,78986,584,0,vacation,0
L2878,21754,36,153818,762,8,car,0
L2879,34312,36,109930,686,4,vacation,0
L2880,20076,60,49412,764,7,car,0
L2881,27520,60,140179,683,1,medical,1
L2882,29736,36,78854,731,1,car,0
L2883,37655,36,105438,729,7,home_improvement,0
L2884,13795,36,145873,845,1,home_improvement,0
L2885,36059,36,48791,799,2,credit_card,1
L2886,23437,60,118365,661,2,home_improvement,0
L2887,39605,36,73419,840,10,debt_consolidation,0
L2888,22166,36,51098,849,6,car,1
L2889,48998,60,43222,643,1,home_improvement,0
L2890,23072,60,93585,526,2,medical,0
L2891,9791,60,80721,517,1,vacation,1
L2892,4397,36,117904,577,2,education,1
L2893,36621,60,60972,819,4,vacation,1
L2894,14285,60,128282,781,9,credit_card,1
L2895,15546,60,113635,726,8,vacation,0
L2896,32367,36,41727,622,7,car,0
L2897,1591,36,178566,772,7,credit_card,0
L2898,34590,60,100235,539,2,car,0
L2899,24315,60,172900,524,9,medical,1
L2900,37417,36,49474,638,9,credit_card,0
L2901,14656,60,84435,588,5,small_business,1
L2902,7659,60,122653,727,4,debt_consolidation,0
L2903,27664,60,58339,518,2,debt_consolidation,1
L2904,33786,36,167257,515,1,car,0
L2905,41080,60,81918,715,2,vacation,0
L2906,6147,60,114845,634,10,education,1
L2907,40576,36,108008,816,4,education,0
L2908,44552,60,140511,604,0,small_business,1
L2909,8994,60,91004,649,9,credit_card,1
L2910,22561,36,168369,822,4,small_business,1
L2911,36937,36,102287,538,5,small_business,1
L2912,37416,60,49937,609,2,vacation,1
L2913,15829,60,111053,592,10,education,1
L2914,41434,36,154118,606,8,credit_card,1
L2915,24295,36,157470,802,6,medical,1
L2916,36701,60,114450,517,5,vacation,0
L2917,43942,60,31184,661,1,small_business,1
L2918,2744,60,125385,588,6,small_business,0
L2919,16337,36,36913,826,8,medical,0
L2920,27636,36,76377,624,6,small_business,0
L2921,32426,36,151591,557,9,small_business,0
L2922,4836,36,98888,841,3,small_business,0
L2923,16574,60,78595,781,1,debt_consolidation,1
L2924,5655,60,35756,835,6,vacation,0
L2925,37223,36,37757,531,1,home_improvement,0
L2926,29986,36,165756,698,10,vacation,0
L2927,26227,60,129402,535,6,medical,0
L2928,39651,60,107379,658,2,small_business,1
L2929,12365,60,60547,584,2,vacation,1
L2930,40783,60,65177,773,1,debt_consolidation,0
L2931,30349,60,137226,789,10,education,0
L2932,47283,60,64428,847,8,medical,1
L2933,22753,60,156811,533,2,car,1
L2934,23999,60,94707,655,8,vacation,0
L2935,44711,36,111051,782,2,car,1
L2936,26059,60,113003,673,2,small_business,1
L2937,35061,36,144121,720,5,debt_consolidation,1
L2938,48924,60,135052,781,8,debt_consolidation,0
L2939,20071,60,31110,735,10,vacation,0
L2940,12582,60,45869,785,0,medical,0
L2941,31680,60,116659,810,4,medical,0
L2942,39201,60,141821,748,2,debt_consolidation,0
L2943,33389,36,77465,781,2,medical,1
L2944,2117,60,81595,632,10,debt_consolidation,0
L2945,4704,36,31418,806,3,vacation,0
L2946,42403,36,53749,667,3,home_improvement,1
L2947,21468,60,169894,787,0,debt_consolidation,0
L2948,44158,36,52903,550,3,car,0
L2949,40069,36,142415,703,5,medical,0
L2950,19108,36,173839,800,7,debt_consolidation,0
L2951,3466,36,84157,721,6,debt_consolidation,1
L2952,12772,36,173567,667,10,vacation,1
L2953,46395,36,52514,735,6,medical,0
L2954,43333,36,46735,630,9,home_improvement,0
L2955,21918,60,35017,725,3,vacation,0
L2956,49982,60,159988,739,3,home_improvement,0
L2957,9261,36,157457,586,9,education,1
L2958,37863,36,151767,626,3,vacation,1
L2959,19534,36,177564,761,9,medical,1
L2960,10845,36,102650,826,2,credit_card,1
L2961,22357,36,129640,758,4,medical,1
L2962,8315,36,167346,581,3,medical,1
L2963,49800,36,146564,701,1,home_improvement,0
L2964,38815,60,94863,559,2,home_improvement,1
L2965,36652,36,73812,563,8,medical,1
L2966,35619,60,107059,649,0,medical,1
L2967,29978,60,95410,553,10,medical,0
L2968,3771,36,164613,528,4,home_improvement,1
L2969,43933,36,40531,525,4,medical,1
L2970,10279,60,98950,594,9,medical,1
L2971,34967,60,40932,685,9,education,1
L2972,21790,36,146813,848,1,small_business,1
L2973,7266,36,77429,514,5,credit_card,1
L2974,6432,60,127167,735,1,car,0
L2975,27955,60,108376,704,8,credit_card,1
L2976,8664,60,52860,523,4,small_business,0
L2977,26981,36,83380,604,7,car,0
L2978,6609,60,138253,555,9,vacation,1
L2979,32650,36,132474,835,7,medical,0
L2980,2143,36,35081,793,3,small_business,1
L2981,36973,60,42219,785,2,education,0
L2982,37447,36,70022,583,8,vacation,1
L2983,10241,60,95615,518,2,medical,0
L2984,5087,36,46041,587,3,home_improvement,0
L2985,47065,60,174630,581,5,debt_consolidation,0
L2986,4276,36,111008,702,0,small_business,1
L2987,35232,36,83812,806,5,home_improvement,1
L2988,49044,36,67186,750,1,small_business,1
L2989,26278,60,74597,652,7,education,1
L2990,42483,36,76350,528,7,small_business,0
L2991,37588,36,64461,518,7,home_improvement,1
L2992,47816,60,82464,652,10,education,1
L2993,30414,36,66384,505,10,car,0
L2994,29026,60,144326,702,10,credit_card,1
L2995,26018,36,83476,507,8,medical,1
L2996,24641,36,129147,626,4,small_business,0
L2997,36418,36,49532,569,1,medical,1
L2998,29273,36,156236,624,2,debt_consolidation,0
L2999,37259,36,111364,799,0,home_improvement,1
L3000,19225,36,164213,658,10,medical,1
L3001,26616,36,139205,782,4,medical,1
L3002,7672,36,41170,760,4,debt_consolidation,0
L3003,8238,36,131051,551,6,car,1
L3004,41337,36,36336,788,7,home_improvement,0
L3005,3507,36,121066,517,4,debt_consolidation,0
L3006,12775,36,84635,529,2,medical,1
L3007,21723,60,84766,526,1,small_business,0
L3008,45425,60,69424,791,9,education,0
L3009,40607,36,89618,646,5,medical,1
L3010,46011,60,80894,708,4,small_business,1
L3011,6468,60,83547,713,9,debt_consolidation,1
L3012,25307,36,95850,567,5,car,0
L3013,40462,36,126904,504,5,medical,1
L3014,15523,36,35746,743,5,vacation,1
L3015,21354,36,50511,825,6,small_business,1
L3016,35008,36,67223,721,2,car,1
L3017,37566,60,174697,633,0,education,1
L3018,41381,60,93630,849,4,education,1
L3019,33903,36,84077,661,3,home_improvement,1
L3020,39725,60,63194,550,0,small_business,1
L3021,46326,60,153308,747,4,debt_consolidation,1
L3022,18577,60,49301,588,0,home_improvement,1
L3023,20687,36,106548,713,5,home_improvement,0
L3024,37987,36,57189,732,7,credit_card,1
L3025,49719,60,100159,576,9,medical,0
L3026,31907,60,100435,729,5,small_business,0
L3027,33738,36,116815,594,9,home_improvement,1
L3028,25797,60,119307,550,6,credit_card,0
L3029,31522,36,87482,847,8,debt_consolidation,0
L3030,5395,36,69402,674,5,car,0
L3031,13180,36,152249,680,0,vacation,0
L3032,17843,60,65504,694,2,vacation,1
L3033,5984,60,53759,790,3,small_business,1
L3034,11281,36,156476,775,2,home_improvement,0
L3035,12411,36,128053,517,5,vacation,1
L3036,22717,60,109572,811,9,medical,1
L3037,16409,36,118171,644,3,vacation,1
L3038,45595,60,79836,668,0,vacation,0
L3039,17015,60,30489,579,1,vacation,0
L3040,16759,60,58767,594,7,education,1
L3041,31809,60,166544,530,3,credit_card,1
L3042,2609,60,158364,575,8,home_improvement,1
L3043,18004,36,55256,723,2,medical,0
L3044,14684,60,44386,607,10,home_improvement,1
L3045,8800,60,32950,603,8,education,0
L3046,21698,60,61238,807,4,small_business,1
L3047,18262,60,50859,827,4,small_business,0
L3048,36982,60,135342,610,6,small_business,0
L3049,8853,60,75353,824,5,debt_consolidation,0
L3050,34329,36,109813,752,7,vacation,1
L3051,19859,36,38730,565,10,debt_consolidation,1
L3052,47777,60,152624,680,7,credit_card,1
L3053,30774,36,93644,781,8,small_business,1
L3054,27072,36,176913,646,4,education,1
L3055,11844,36,160866,739,5,medical,1
L3056,2765,36,81521,652,1,home_improvement,1
L3057,15582,36,117417,848,8,vacation,0
L3058,16743,60,138633,761,7,car,0
L3059,8594,36,106798,556,1,medical,0
L3060,27428,36,48393,719,4,vacation,0
L3061,30203,60,149561,737,10,debt_consolidation,1
L3062,24041,36,105133,622,3,debt_consolidation,1
L3063,46166,60,31528,620,7,medical,1
L3064,17065,36,122785,827,5,debt_consolidation,1
L3065,44993,60,130565,723,2,small_business,0
L3066,17286,60,76225,757,6,credit_card,1
L3067,32163,60,158531,821,2,home_improvement,0
L3068,48747,36,41249,636,5,credit_card,1
L3069,9517,60,98544,753,0,vacation,0
L3070,14309,60,44630,550,10,home_improvement,1
L3071,34066,60,119003,673,10,education,0
L3072,27145,60,47618,504,6,home_improvement,1
L3073,22611,36,45944,836,0,credit_card,1
L3074,44742,60,146239,712,7,medical,0
L3075,46560,36,142690,635,3,home_improvement,0
L3076,15908,36,80012,682,6,education,0
L3077,8400,60,42025,576,6,education,1
L3078,11157,36,56905,718,2,education,1
L3079,37128,36,66543,524,8,credit_card,0
L3080,21174,60,78957,538,4,home_improvement,1
L3081,29757,60,152599,648,4,car,0
L3082,35849,60,160481,663,5,medical,1
L3083,44108,36,178600,817,2,small_business,1
L3084,15949,60,179482,736,8,home_improvement,0
L3085,42247,60,138941,503,7,education,1
L3086,45337,36,114001,762,7,car,1
L3087,49516,36,54564,770,1,small_business,0
L3088,27106,60,108084,624,7,small_business,1
L3089,48184,60,101152,505,7,vacation,0
L3090,26703,60,150674,507,5,home_improvement,0
L3091,32785,60,116445,778,2,credit_card,0
L3092,36964,36,146843,665,4,home_improvement,1
L3093,9118,36,36681,676,7,car,1
L3094,3539,60,104215,616,9,small_business,0
L3095,36296,36,150901,754,1,home_improvement,0
L3096,21317,60,51101,645,9,credit_card,1
L3097,21869,60,69689,784,10,vacation,0
L3098,42485,36,157281,704,6,home_improvement,0
L3099,36700,60,120430,741,9,medical,0
L3100,48271,36,99622,791,10,vacation,0
L3101,14334,36,33198,587,10,credit_card,1
L3102,40486,36,159407,657,6,car,0
L3103,5024,36,171285,535,8,small_business,0
L3104,5460,36,62447,552,3,home_improvement,1
L3105,47182,60,162464,607,3,credit_card,1
L3106,33142,60,99603,571,6,vacation,1
L3107,45547,36,110493,513,4,medical,1
L3108,13619,60,83836,657,6,credit_card,0
L3109,35342,36,153871,544,1,debt_consolidation,0
L3110,23073,36,91612,797,10,education,1
L3111,48598,36,75865,753,2,medical,0
L3112,39841,36,142116,542,2,vacation,0
L3113,19184,60,76853,704,9,car,0
L3114,1405,60,46464,507,8,small_business,0
L3115,14512,60,107016,647,2,vacation,0
